2000	2500	569	32	4	200	368	23	4
500	625	1295	33	1	250	272	34	2
16000	10000	91	28	4	400	1146	32	4
1000	625	396	30	4	400	702	33	4
2000	5000	479	28	4	350	1184	30	1
8000	5000	19	5	1	400	442	33	3
8000	5000	622	14	1	50	112	18	4
500	10000	215	15	3	100	218	35	4
2000	625	685	21	4	300	207	14	3
4000	20000	1376	34	2	200	68	6	3
500	1250	1202	31	3	300	207	20	4
1000	10000	167	23	3	50	50	27	3
8000	10000	309	30	1	200	558	32	2
1000	2500	822	34	3	400	559	24	1
1000	2500	1240	28	3	50	169	30	1
4000	1250	713	21	2	400	133	13	2
8000	2500	206	34	1	350	812	21	3
1000	625	412	21	3	100	209	25	3
16000	1250	201	20	1	300	578	28	3
2000	2500	753	14	2	150	132	16	1
1000	625	1162	27	1	300	329	33	1
2000	625	1126	34	2	300	151	16	2
1000	10000	391	35	1	250	126	32	3
16000	20000	1267	30	3	350	124	21	3
16000	5000	268	14	1	300	1006	34	3
16000	625	143	31	2	250	436	34	2
500	20000	37	13	1	150	1381	24	3
4000	2500	80	30	2	150	851	15	2
16000	5000	150	27	2	200	732	15	2
16000	20000	252	33	4	300	441	16	2
16000	5000	1237	30	3	300	120	18	2
2000	20000	160	35	1	350	477	32	1
16000	625	186	24	4	250	1238	26	1
2000	2500	394	33	2	250	59	4	1
16000	2500	732	25	3	150	554	33	4
4000	1250	228	14	4	250	184	20	4
1000	2500	1121	29	4	100	195	25	1
8000	10000	150	6	1	250	649	21	3
8000	20000	107	34	1	150	518	29	4
1000	10000	334	33	2	200	954	25	1
1000	2500	200	19	3	200	289	22	3
4000	1250	478	22	3	200	900	26	4
8000	625	153	34	2	300	448	33	1
2000	2500	91	13	2	150	462	30	3
1000	2500	593	35	1	350	1592	35	1
500	20000	127	16	1	300	799	31	4
16000	5000	1663	34	1	150	44	35	4
16000	2500	906	24	2	50	42	20	4
4000	20000	139	24	1	200	70	10	4
8000	1250	367	24	1	350	118	21	3
2000	1250	568	35	1	400	83	25	1
8000	5000	806	30	4	400	1032	28	3
500	20000	243	20	4	100	962	22	1
1000	5000	566	12	3	300	287	32	3
500	2500	177	14	4	200	1272	31	2
500	2500	629	25	4	250	298	27	4
2000	10000	157	31	2	400	83	12	2
2000	1250	131	35	3	300	282	33	3
2000	10000	480	23	4	250	896	28	3
500	625	517	13	1	350	278	35	3
500	20000	84	10	3	300	319	6	3
2000	625	425	16	2	250	39	10	4
16000	20000	384	19	3	100	913	34	2
500	20000	972	28	4	400	184	29	4
4000	10000	177	6	2	150	62	4	3
16000	2500	27	2	2	400	1106	33	1
8000	20000	370	34	1	200	985	34	2
2000	5000	8	7	4	100	1555	29	1
8000	5000	1673	35	2	300	167	23	1
2000	5000	124	22	1	350	1292	26	3
16000	625	112	29	2	400	125	3	1
8000	1250	813	26	3	150	262	31	4
500	5000	1429	32	2	300	26	16	1
8000	20000	387	24	2	200	554	30	2
16000	5000	774	21	3	400	543	27	2
16000	625	248	19	4	300	748	28	1
500	1250	27	16	4	400	1071	23	1
1000	10000	47	34	4	200	336	35	3
2000	625	960	21	2	50	242	14	2
16000	10000	442	22	2	350	375	18	2
16000	2500	473	27	2	400	324	32	1
8000	20000	711	25	3	350	496	32	3
500	20000	370	10	1	100	143	6	4
4000	20000	477	23	3	250	220	8	4
16000	10000	82	28	1	150	89	8	4
1000	625	33	10	1	100	916	34	4
16000	20000	818	35	4	150	377	12	4
8000	20000	746	30	4	100	605	17	3
4000	10000	132	30	3	200	98	14	3
500	5000	881	22	2	50	30	28	1
1000	5000	895	34	3	200	804	34	2
2000	10000	381	16	4	250	254	24	1
500	625	829	31	1	250	175	15	3
16000	5000	1172	28	3	400	604	35	2
1000	625	888	23	2	250	527	31	1
8000	2500	522	31	4	350	1151	31	1
2000	625	434	15	2	200	170	24	1
4000	1250	303	30	2	300	240	10	3
4000	1250	137	32	4	250	703	29	4
2000	1250	424	25	2	350	717	22	2
4000	2500	343	27	1	350	1136	24	3
4000	2500	68	6	3	200	909	29	4
500	1250	1093	30	3	300	632	29	2
2000	5000	224	32	1	300	93	29	1
2000	625	286	31	3	200	231	18	4
4000	5000	283	30	4	400	198	8	1
1000	625	432	29	4	400	118	26	1
500	5000	774	30	3	150	525	29	3
4000	20000	280	17	2	150	197	10	3
500	625	1516	30	3	350	146	19	3
16000	625	499	34	2	100	1167	35	1
500	625	1109	25	1	150	5	3	1
8000	10000	405	9	3	200	456	26	2
1000	625	58	18	1	400	571	32	4
1000	625	736	25	4	150	163	17	3
16000	10000	211	31	2	200	62	24	4
16000	625	235	32	2	400	892	32	1
1000	2500	816	26	1	300	471	20	2
1000	20000	1094	25	4	250	250	15	1
500	1250	463	26	2	250	619	25	2
8000	2500	202	12	3	300	939	28	4
16000	10000	211	35	4	300	1174	22	1
500	20000	325	20	4	50	453	19	4
16000	1250	191	27	4	50	1341	24	1
16000	20000	583	31	4	300	281	25	2
16000	10000	617	27	4	200	330	15	4
1000	625	1084	21	2	250	178	26	4
2000	5000	1113	33	1	300	421	20	1
8000	10000	479	9	2	350	106	24	2
8000	2500	1154	31	2	250	91	19	2
8000	625	347	27	4	350	1712	35	1
500	625	63	27	1	250	1833	31	4
8000	10000	396	34	3	150	983	21	4
2000	20000	181	24	3	100	146	31	3
4000	2500	263	35	2	350	1421	33	3
8000	20000	390	20	4	400	308	16	1
8000	1250	24	4	2	50	371	35	4
2000	2500	1371	34	1	350	470	32	3
2000	20000	158	17	2	100	354	13	3
500	10000	89	21	3	50	530	14	1
4000	625	627	29	3	250	722	30	4
1000	1250	456	11	4	100	154	30	3
2000	625	26	9	1	400	389	7	2
4000	20000	519	24	2	300	1065	33	2
2000	625	666	29	2	400	600	35	3
500	10000	563	32	4	400	1407	31	3
4000	10000	824	29	1	200	682	34	3
2000	10000	252	19	1	200	764	19	3
4000	5000	928	20	3	350	63	26	3
1000	10000	229	13	4	100	815	18	4
500	20000	280	23	2	200	1291	35	3
16000	625	1524	32	3	250	309	32	3
2000	10000	675	13	1	350	35	22	3
2000	625	1211	27	1	50	196	23	1
8000	5000	48	32	1	250	653	24	3
16000	5000	689	27	1	100	33	27	4
4000	2500	786	22	3	50	97	19	3
2000	10000	437	32	1	300	59	34	1
16000	5000	737	29	2	350	421	19	2
500	10000	1057	26	1	150	268	32	3
16000	5000	125	33	3	100	263	13	2
16000	625	141	34	4	50	501	21	2
16000	5000	74	9	2	350	436	28	4
4000	5000	381	22	1	200	258	21	3
500	20000	400	27	4	400	708	16	2
500	1250	804	35	4	200	592	18	2
16000	2500	468	15	2	300	80	10	1
16000	20000	77	8	4	400	241	31	1
8000	20000	469	21	2	250	22	12	1
16000	20000	348	10	2	200	377	22	2
2000	20000	79	33	4	350	741	34	3
2000	5000	560	16	4	100	477	30	1
4000	20000	197	14	1	150	649	22	4
2000	2500	49	10	2	350	427	24	3
1000	10000	837	22	4	150	37	23	2
4000	20000	397	15	3	350	37	16	1
8000	2500	667	26	1	50	453	22	1
8000	5000	441	30	2	300	99	12	4
4000	20000	590	20	3	350	624	33	2
500	10000	690	25	1	250	877	34	1
1000	10000	26	13	1	400	449	33	2
500	5000	100	19	2	400	1331	23	1
16000	20000	988	17	4	200	82	24	3
500	20000	1151	22	2	300	52	5	3
8000	5000	64	26	3	250	945	18	1
8000	2500	876	30	1	150	520	32	1
2000	1250	258	7	3	250	501	28	2
2000	5000	466	28	4	350	222	13	1
2000	5000	1057	30	3	350	210	8	3
500	5000	784	34	2	350	236	29	3
4000	2500	209	13	4	400	592	23	4
16000	5000	75	30	3	400	1026	30	3
4000	2500	447	16	2	100	395	30	4
500	1250	1024	35	2	150	709	34	2
4000	20000	108	12	3	150	232	13	4
4000	10000	277	35	3	150	878	22	4
8000	1250	226	11	2	250	309	17	1
1000	5000	176	15	3	250	990	34	4
4000	5000	266	23	4	400	441	26	3
2000	5000	499	18	4	400	4	1	3
16000	2500	74	22	3	50	1225	23	3
16000	10000	650	31	2	350	1098	34	4
16000	1250	74	26	2	50	530	16	4
4000	10000	1149	31	3	100	307	32	4
8000	10000	119	29	4	350	436	15	2
1000	625	214	16	4	200	1179	27	3
16000	625	817	23	2	250	365	28	2
2000	20000	804	30	3	400	523	15	4
2000	625	93	22	4	100	214	18	1
500	625	1080	33	2	300	341	26	1
8000	2500	986	32	4	350	683	22	4
4000	20000	349	15	2	400	358	21	3
500	2500	202	19	1	350	992	29	2
1000	625	680	29	4	200	582	30	1
500	625	1174	35	4	200	648	34	2
500	5000	208	21	1	350	306	35	3
500	20000	170	16	4	350	929	20	1
8000	5000	311	33	1	100	50	4	2
4000	625	905	28	1	100	595	28	3
4000	20000	538	22	3	150	405	35	2
4000	20000	155	9	4	100	354	22	2
2000	5000	176	18	1	150	942	29	1
4000	20000	392	35	2	100	1060	28	4
500	10000	164	18	4	250	645	20	1
16000	625	1613	34	1	250	14	7	1
16000	20000	735	31	3	50	217	28	2
8000	20000	143	29	4	50	685	15	2
1000	1250	66	2	4	100	282	28	2
1000	2500	209	28	1	50	971	33	1
8000	625	1664	34	4	350	277	19	1
16000	1250	550	14	3	300	353	29	4
2000	5000	984	28	4	50	684	28	4
4000	625	47	18	3	250	1821	35	2
2000	1250	162	6	2	150	763	31	3
4000	1250	509	19	3	350	1005	30	2
8000	10000	798	16	2	350	322	26	3
2000	10000	486	35	1	400	357	35	1
16000	20000	1285	30	1	400	547	33	2
4000	625	659	28	4	250	118	11	4
16000	10000	331	23	3	200	371	29	1
2000	1250	230	7	2	350	632	23	3
2000	20000	457	16	2	200	71	35	3
4000	2500	612	25	2	300	779	33	3
8000	1250	439	20	2	250	480	25	2
1000	5000	288	26	4	300	691	14	2
4000	10000	1423	33	1	200	276	14	4
4000	20000	75	33	4	300	63	14	4
2000	1250	129	17	4	400	303	11	4
16000	625	849	28	3	250	320	14	3
8000	2500	716	33	2	400	202	21	4
500	20000	734	26	4	350	344	11	3
2000	5000	1764	35	2	50	313	34	4
16000	20000	887	25	2	150	534	25	1
1000	20000	163	28	2	300	1391	24	3
16000	5000	1324	27	4	50	255	28	2
500	10000	193	30	1	50	350	26	4
16000	1250	1513	32	4	350	243	32	3
16000	625	988	32	4	300	160	24	3
16000	625	744	15	1	400	32	3	3
500	10000	487	29	4	200	234	30	1
2000	2500	908	32	3	150	163	24	4
4000	20000	167	31	2	300	664	13	3
16000	10000	1228	35	1	150	701	30	1
500	2500	775	25	4	50	791	25	3
500	10000	1453	29	3	150	278	35	3
16000	625	948	35	1	250	430	17	3
8000	10000	569	18	3	400	233	29	2
1000	5000	578	31	4	300	312	23	2
500	1250	191	30	3	100	1526	32	4
500	20000	212	30	2	100	786	24	1
16000	10000	359	25	3	250	1049	27	4
500	625	506	22	4	350	107	19	1
1000	10000	931	32	1	50	37	3	2
500	5000	273	7	4	400	454	24	1
500	1250	219	7	3	200	1017	34	2
1000	5000	1540	33	1	50	128	34	3
4000	5000	58	18	2	300	587	26	4
1000	625	841	29	2	300	553	26	4
16000	20000	1466	32	1	200	178	28	2
4000	10000	366	15	4	200	377	16	2
16000	20000	328	18	4	200	760	31	4
4000	5000	1411	33	4	350	222	18	3
16000	625	768	34	4	100	896	26	3
500	20000	126	19	2	400	328	35	2
8000	10000	111	28	2	300	385	24	3
4000	1250	1053	25	4	150	173	29	2
4000	625	234	34	1	250	1201	29	3
16000	625	430	30	3	50	814	23	4
1000	5000	522	24	2	150	806	20	2
4000	1250	483	35	1	400	346	13	1
8000	20000	776	35	1	150	166	16	2
1000	5000	391	25	4	300	266	27	4
1000	1250	179	17	3	100	1284	33	4
2000	5000	365	8	2	50	22	11	2
1000	20000	236	24	3	100	167	6	2
8000	20000	1142	25	3	250	396	24	1
16000	2500	143	30	1	400	569	27	3
8000	10000	359	33	3	300	827	33	4
4000	20000	135	17	1	300	1763	32	4
2000	20000	367	33	4	400	290	21	2
2000	10000	268	7	3	50	63	10	1
4000	10000	613	35	3	300	969	33	4
16000	10000	235	19	1	50	460	18	1
8000	2500	262	15	1	100	141	15	1
8000	10000	163	23	3	300	826	18	2
16000	20000	1555	35	1	350	220	35	2
16000	625	563	20	2	350	144	32	3
4000	20000	611	22	4	250	618	28	2
4000	2500	51	33	3	100	386	30	3
4000	20000	383	33	2	350	299	31	3
8000	20000	231	35	2	400	750	18	1
2000	625	126	20	4	150	90	14	1
2000	625	968	29	4	350	208	18	3
4000	625	1024	26	2	400	684	33	2
4000	10000	1420	30	1	300	127	32	4
500	20000	1470	25	3	50	45	31	1
4000	5000	1120	32	1	200	531	25	3
4000	5000	146	30	1	350	244	19	3
8000	20000	589	27	4	150	485	22	1
2000	625	452	26	2	250	170	7	4
2000	2500	538	21	4	100	750	32	2
8000	625	232	33	2	250	120	12	1
2000	2500	93	12	4	350	1318	30	4
16000	5000	192	20	3	250	191	31	3
500	10000	75	10	4	300	78	8	2
4000	1250	586	33	2	350	372	27	1
2000	10000	1515	34	3	300	102	19	4
1000	625	1378	31	3	400	317	18	3
500	20000	550	28	3	300	35	28	2
8000	5000	151	23	2	50	381	29	3
500	1250	98	5	1	100	630	30	2
2000	1250	1027	29	1	50	417	23	2
16000	1250	530	35	2	300	155	17	2
500	10000	115	16	1	400	1520	30	4
8000	2500	408	28	3	250	780	32	2
1000	1250	1054	34	4	400	229	34	3
1000	10000	320	22	1	50	1087	31	1
8000	625	486	21	4	250	457	29	2
16000	2500	612	35	1	400	244	15	1
8000	625	1209	25	1	100	140	23	3
8000	10000	265	15	2	150	278	31	3
2000	5000	980	26	1	200	263	15	4
1000	5000	251	21	4	150	646	19	1
1000	20000	409	28	3	50	264	34	3
2000	1250	250	10	3	200	479	32	2
2000	20000	1588	32	4	200	293	22	1
4000	625	878	35	2	50	160	31	1
8000	625	939	23	3	250	162	11	3
8000	2500	273	12	2	350	171	5	1
2000	2500	128	27	4	150	369	32	1
500	1250	945	34	3	100	274	35	4
500	1250	965	32	2	100	427	22	4
16000	20000	1689	34	2	200	345	34	1
2000	1250	871	28	3	400	277	17	2
1000	20000	30	17	3	300	425	15	2
4000	625	415	9	1	200	467	33	4
2000	10000	323	15	3	50	1005	25	2
1000	10000	978	22	2	350	187	23	2
4000	5000	126	20	3	150	602	28	1
8000	5000	1313	26	3	200	94	32	1
8000	10000	287	32	1	50	659	15	2
4000	20000	742	30	3	150	314	27	4
1000	2500	191	22	4	150	114	14	4
16000	10000	1517	31	3	400	222	16	2
2000	20000	105	24	1	100	1545	34	4
8000	1250	916	20	4	200	110	11	1
500	10000	171	11	3	150	1352	33	3
2000	10000	200	24	3	300	859	25	3
16000	20000	24	21	4	400	410	14	2
500	625	462	19	1	400	558	32	3
500	625	553	19	1	300	364	17	2
16000	20000	36	31	2	100	2103	34	2
2000	1250	712	30	2	150	114	18	4
8000	10000	360	31	1	300	974	20	3
8000	5000	777	20	2	150	365	19	1
8000	1250	596	25	3	400	73	31	1
16000	2500	920	31	1	300	330	19	1
2000	625	1030	33	4	300	377	21	4
4000	20000	795	17	1	400	295	24	2
8000	625	41	4	1	50	691	21	4
1000	20000	699	31	3	100	186	25	1
500	10000	698	28	2	50	131	27	1
2000	20000	274	16	2	150	34	9	3
4000	20000	491	30	3	300	90	34	4
500	1250	203	27	2	150	105	16	2
4000	625	38	8	4	300	1382	34	1
500	10000	305	12	3	150	154	30	3
16000	5000	1357	33	4	400	156	19	3
4000	2500	226	10	2	300	28	28	1
1000	5000	164	24	1	250	408	31	1
4000	5000	425	22	2	300	753	29	1
8000	20000	341	20	3	150	548	33	3
500	5000	437	32	2	200	492	12	3
8000	20000	258	20	3	100	1192	25	2
500	20000	12	1	4	150	656	27	4
500	5000	537	35	2	200	470	21	2
1000	20000	1435	28	4	200	205	33	3
500	2500	760	27	1	100	109	6	4
16000	5000	144	16	1	300	1309	35	3
500	10000	340	29	4	350	36	1	1
8000	1250	1356	27	3	350	177	21	3
4000	5000	738	34	4	50	331	27	1
4000	2500	434	33	1	400	937	24	3
8000	1250	187	21	4	300	1591	32	4
1000	2500	83	27	3	300	1509	26	2
2000	625	325	30	3	350	635	24	4
4000	5000	602	24	3	400	231	26	1
8000	625	694	32	2	400	1309	32	2
1000	1250	30	28	3	50	895	30	2
1000	625	1015	34	1	200	334	30	4
1000	2500	870	21	2	50	163	33	1
2000	625	465	10	1	100	233	20	1
1000	625	470	17	1	150	939	35	1
500	20000	1473	34	2	100	321	29	2
500	10000	98	34	3	200	36	6	4
8000	1250	637	31	2	50	624	16	3
2000	625	50	18	1	250	673	24	3
8000	625	552	14	1	100	524	31	2
8000	2500	718	23	1	400	276	32	3
500	1250	396	33	1	150	882	34	2
1000	1250	606	30	4	400	460	11	3
4000	10000	353	15	2	350	714	20	1
4000	10000	940	16	3	300	34	23	4
500	5000	923	29	2	300	58	12	2
1000	5000	20	15	1	50	247	28	4
