1179	26	3	350	135	33	2
589	30	2	300	83	33	4
28	12	1	100	1612	32	1
212	10	4	150	804	31	2
522	11	1	300	80	8	3
85	16	4	300	312	20	3
229	34	1	200	380	30	3
1584	32	2	100	186	18	4
364	16	1	350	220	25	4
150	11	3	100	309	20	4
366	24	3	350	177	27	2
139	15	3	400	167	33	2
73	17	2	100	613	29	2
106	20	2	300	64	34	3
778	31	1	400	451	25	2
58	25	2	300	68	27	3
524	29	4	400	110	21	4
459	9	4	350	313	28	3
287	26	1	100	1303	29	2
421	29	1	350	1350	34	1
407	15	3	150	136	28	3
363	21	4	250	516	19	4
1340	23	4	150	52	17	1
119	16	4	250	381	12	3
797	27	2	100	82	22	2
343	33	1	350	59	34	4
156	8	4	50	544	25	1
1138	33	3	300	222	20	4
147	8	3	400	775	22	3
382	21	4	250	121	8	1
68	31	2	50	1563	31	3
89	16	1	150	335	13	4
283	13	1	100	1263	34	4
112	23	2	150	278	23	1
679	35	3	50	1064	32	3
191	20	2	200	508	35	4
1543	31	2	350	52	11	4
33	3	3	50	804	23	4
247	27	1	100	333	23	1
515	22	3	250	31	5	3
349	30	3	400	727	21	4
48	35	3	100	1134	25	1
37	32	3	150	436	34	4
633	29	2	100	203	14	3
559	15	4	200	694	30	2
990	23	2	100	296	24	3
586	18	1	200	176	7	2
1685	34	3	100	152	12	2
457	13	3	150	721	26	2
445	16	4	250	766	25	4
1561	31	2	250	209	19	2
66	9	1	200	219	10	2
537	17	1	250	386	13	4
163	4	3	50	253	28	2
28	22	4	100	593	27	2
202	20	1	350	606	35	1
1805	33	2	350	148	30	2
516	31	2	150	880	33	2
388	24	1	200	634	20	2
231	15	1	100	1042	29	1
176	5	3	250	432	17	1
148	10	4	100	200	26	1
259	21	2	250	1182	28	4
279	33	1	250	323	14	1
77	21	3	50	906	27	4
178	34	4	50	428	31	4
55	13	1	200	1171	28	3
1146	30	4	300	439	19	4
53	2	1	200	532	30	3
94	13	4	400	1139	23	1
419	27	3	150	408	24	4
354	28	1	100	764	16	3
1477	27	1	400	101	28	1
539	14	2	400	271	33	1
151	24	3	50	223	18	3
187	13	4	400	502	32	1
718	29	1	300	415	23	2
103	32	1	250	2008	35	1
1139	29	4	350	41	13	1
1028	23	3	300	192	12	4
208	23	1	50	810	33	3
361	11	4	50	574	26	3
225	29	2	350	1016	19	2
475	20	2	200	1169	35	3
508	19	1	350	730	20	4
115	8	2	150	641	35	1
513	21	2	150	713	28	4
430	18	3	150	138	7	3
135	25	1	200	659	19	3
1012	33	1	400	99	34	2
551	29	4	150	867	21	4
241	29	3	100	72	31	3
297	30	4	200	306	22	4
575	35	2	300	549	29	4
12	7	4	400	754	20	4
235	18	4	250	889	24	4
372	23	2	350	676	33	3
31	31	1	300	624	31	4
530	34	1	50	999	21	3
1190	28	4	250	435	34	2
622	24	2	350	99	18	2
681	25	2	50	140	8	2
234	30	4	50	689	24	1
432	24	2	150	910	26	4
96	33	2	50	1902	35	2
651	28	3	200	217	32	3
589	33	3	300	1464	34	2
196	25	3	300	1120	20	3
1045	31	1	250	200	17	1
687	19	3	400	206	28	4
295	7	4	250	442	31	2
818	29	4	400	827	32	2
866	30	2	350	206	18	1
503	25	3	200	895	32	2
1238	34	4	200	703	34	2
726	21	2	350	209	11	1
276	17	4	300	771	28	4
235	15	4	50	330	32	3
1037	34	4	300	596	22	4
122	34	1	200	512	16	2
344	28	1	100	623	32	3
1372	35	2	100	608	33	2
953	33	4	400	81	4	4
1459	35	2	200	42	5	1
904	33	1	200	527	20	1
942	31	2	350	400	28	2
96	21	3	250	438	14	2
602	19	4	400	37	23	2
177	15	1	50	1642	34	4
704	17	3	150	238	15	1
222	24	4	400	1232	30	2
1002	29	4	50	179	15	3
656	35	1	250	358	26	4
909	20	4	250	58	21	1
506	18	1	250	737	34	2
32	25	3	200	1898	32	3
788	30	3	150	251	9	1
326	32	2	400	667	28	4
51	11	4	50	1158	28	2
590	21	4	50	250	32	4
162	8	2	150	416	22	3
492	29	4	150	991	22	4
408	12	4	250	129	35	4
814	27	4	200	170	28	1
537	23	3	100	761	28	4
143	11	1	300	259	15	4
238	10	2	350	819	23	2
1553	30	2	350	168	17	3
626	26	2	150	408	33	2
54	32	2	250	356	35	2
839	29	3	200	419	13	1
597	16	3	200	548	31	4
1888	35	3	400	276	34	4
818	31	3	150	276	15	3
49	31	4	150	401	24	2
74	20	3	350	237	15	2
485	22	1	200	1105	34	1
168	17	1	50	204	17	2
1271	30	2	350	491	29	1
1184	28	2	350	145	19	1
269	16	4	250	1188	35	3
210	21	1	300	1237	25	1
31	16	4	300	1008	32	3
1455	33	4	350	334	23	3
370	9	3	350	602	28	1
1914	34	4	350	136	22	4
694	23	4	400	96	35	3
139	8	2	100	252	33	2
993	31	3	250	46	11	3
38	26	1	150	244	30	4
330	15	4	350	198	12	4
376	20	1	150	839	35	2
1152	29	1	150	262	17	1
129	13	1	250	114	31	4
290	21	4	100	491	30	3
125	8	3	150	318	27	3
578	34	2	50	540	13	1
70	24	1	200	895	17	3
185	29	1	100	1087	29	2
834	32	4	250	505	14	1
105	14	2	350	29	26	3
986	32	3	250	37	6	2
145	30	1	100	657	23	1
21	18	3	200	746	29	4
885	20	4	400	209	12	2
300	12	1	50	167	16	4
337	11	2	200	234	34	3
628	18	1	300	168	6	2
745	31	1	300	177	5	3
497	24	4	200	157	9	1
633	12	3	150	101	28	1
472	24	4	200	46	18	1
161	29	4	300	539	13	4
1400	34	4	200	663	34	3
302	29	3	350	456	30	3
331	29	1	350	1201	28	1
130	23	4	50	786	17	2
245	9	2	250	1014	31	4
692	31	2	250	68	10	3
766	20	3	350	514	30	4
1207	27	2	50	320	28	2
939	30	3	350	346	27	3
700	24	3	400	115	30	1
474	17	2	150	7	1	4
1430	24	2	300	40	31	4
1186	26	4	50	88	21	2
227	28	2	100	450	32	4
617	35	3	50	69	26	3
256	7	1	400	566	21	3
1006	33	1	300	204	25	4
1142	31	3	50	466	31	4
245	23	2	150	766	35	1
327	10	2	150	60	7	4
102	19	2	50	686	21	3
1292	35	1	350	542	25	1
455	18	4	200	404	20	1
341	19	1	350	563	33	2
188	22	4	350	1616	35	3
1624	32	2	50	98	8	2
689	28	1	300	466	25	2
120	28	3	300	1233	22	4
311	30	3	400	300	25	3
275	22	1	150	577	28	4
577	24	2	50	527	19	3
1412	35	3	250	191	13	3
340	16	2	200	814	32	3
699	18	4	400	790	35	1
745	34	4	150	816	35	4
203	27	2	100	887	31	1
325	22	1	300	1278	30	4
493	18	1	150	134	26	2
256	28	3	350	511	26	2
555	30	1	350	826	24	3
245	9	1	300	91	18	2
903	25	1	300	145	26	3
121	21	3	200	164	34	4
795	29	4	250	80	27	3
398	14	1	150	935	29	2
375	18	4	100	1123	32	4
1001	34	2	250	141	5	4
116	20	4	350	293	34	1
702	33	2	100	590	23	3
170	4	4	50	479	25	4
837	27	4	350	192	20	3
127	27	1	100	1111	22	4
1149	24	3	400	85	27	4
136	33	2	300	806	28	1
841	32	4	300	874	31	2
51	15	2	100	680	20	2
130	14	2	100	222	30	3
48	15	3	400	473	16	1
402	8	4	200	176	23	2
279	31	3	200	1317	25	4
193	20	2	300	494	31	2
493	27	4	200	660	18	2
589	20	3	250	168	26	4
300	11	4	200	318	23	3
347	28	1	150	1061	29	2
120	20	4	200	1542	33	4
270	32	2	100	1640	34	2
358	18	2	50	413	29	3
138	28	2	100	966	30	4
244	7	1	150	543	20	1
813	17	4	200	228	16	2
1300	25	4	350	131	21	4
617	24	1	200	452	31	2
748	33	3	150	158	35	4
182	6	1	250	53	28	1
117	27	2	350	513	20	3
629	16	2	50	119	28	3
309	32	2	350	180	34	2
193	16	1	250	1208	31	3
370	31	2	100	837	34	2
1161	23	3	350	115	9	4
30	8	3	350	423	8	1
643	25	1	100	337	9	3
54	6	1	250	509	14	3
1292	34	1	350	169	24	3
389	29	2	400	116	22	2
731	25	3	50	260	29	4
387	22	1	250	787	29	1
468	28	4	100	143	6	3
91	32	2	150	781	31	4
353	35	2	350	155	17	4
570	34	1	350	1250	28	2
700	23	4	350	747	23	1
583	28	2	400	644	29	3
45	34	1	200	1377	30	3
628	30	4	200	970	33	4
158	31	4	250	693	12	4
446	14	4	50	122	33	4
405	30	2	350	201	23	2
736	23	4	300	500	23	1
523	30	3	50	632	16	4
779	21	1	400	814	35	1
313	13	1	400	152	10	3
99	8	3	400	914	32	2
520	20	1	100	267	24	1
991	35	3	300	390	25	3
109	13	1	150	277	33	3
1212	30	3	50	183	9	2
546	12	2	250	94	9	3
97	26	1	400	977	26	4
778	21	3	350	232	11	2
221	32	4	400	584	15	1
459	33	2	100	1561	33	4
36	15	2	100	1664	34	3
878	30	3	350	98	6	2
656	30	4	250	969	27	1
1175	33	2	200	132	29	1
45	1	2	400	289	31	2
185	16	2	100	473	25	2
247	32	1	350	1380	32	3
101	3	1	200	143	10	4
126	21	2	150	151	18	2
159	18	1	200	432	17	3
128	26	1	200	1305	30	3
852	22	4	50	531	23	2
775	29	2	400	773	23	4
85	35	4	250	1792	33	3
706	24	3	300	367	18	4
394	22	2	250	939	32	3
777	35	3	350	824	29	1
387	7	1	150	57	31	3
905	32	3	300	327	25	2
417	13	1	400	535	33	1
864	33	3	250	243	23	4
576	17	1	250	424	20	2
265	12	1	50	732	22	3
831	32	3	250	407	13	2
702	30	3	200	240	18	4
229	13	4	250	1025	23	2
232	34	3	250	907	21	1
398	34	1	150	1326	32	4
221	29	2	200	497	30	4
1547	27	2	350	60	11	3
866	26	4	100	487	18	1
1039	26	2	150	58	29	4
441	32	3	150	498	25	1
1182	21	1	400	114	26	1
142	35	2	300	103	35	1
262	23	1	150	49	29	3
87	20	2	250	87	16	1
269	19	3	250	417	35	3
1103	26	4	200	383	35	4
688	34	2	150	859	22	4
260	23	1	250	834	28	1
283	28	3	300	197	20	2
373	10	3	250	178	25	3
292	11	3	100	849	25	3
616	20	2	200	442	20	1
79	35	4	150	255	27	3
252	17	1	300	285	29	1
319	35	2	50	630	23	2
148	10	4	400	1587	34	3
609	34	4	150	1093	35	4
474	23	2	400	382	25	3
754	33	1	150	610	20	4
1058	26	1	200	115	20	3
1178	27	3	100	89	6	1
823	27	3	150	769	24	4
76	16	3	150	1024	20	1
93	32	1	150	627	32	3
583	31	1	350	58	18	1
371	34	3	350	877	22	4
423	25	2	250	494	20	4
1224	27	3	300	43	25	1
658	21	2	50	464	31	4
729	23	2	200	295	13	3
42	20	2	250	1319	32	2
1261	33	3	100	219	34	1
510	15	2	100	405	16	3
325	34	3	200	260	12	2
14	13	4	350	275	14	3
605	25	3	50	44	17	3
594	12	2	400	96	27	3
133	19	3	100	1588	28	2
421	29	4	400	683	29	1
165	29	1	200	938	20	4
84	34	2	300	690	33	3
410	13	2	200	256	10	2
640	13	3	300	147	26	1
256	33	3	200	187	26	4
708	35	2	100	711	32	1
754	29	3	50	694	27	4
1012	25	3	400	153	7	4
269	12	4	300	381	14	3
532	22	4	300	305	17	2
241	21	4	200	418	19	2
418	27	1	50	74	33	3
36	22	3	350	773	19	1
636	32	4	400	330	22	4
597	21	1	400	1057	34	3
627	17	2	200	234	11	3
235	26	4	100	195	8	3
878	20	4	300	65	28	4
509	12	1	250	422	23	4
892	34	4	100	558	29	3
1581	33	3	200	171	15	4
615	18	1	300	170	16	3
1159	30	4	250	72	16	1
1235	32	4	400	598	25	3
954	31	1	150	585	22	2
1510	32	1	150	151	18	3
705	20	1	400	147	34	1
54	8	4	50	854	31	4
563	23	1	400	679	29	1
756	16	2	100	28	12	3
214	12	1	50	218	9	1
1542	30	1	250	88	16	3
96	17	2	200	20	7	2
925	31	4	50	599	18	3
337	35	3	50	1043	23	3
173	31	4	100	111	8	2
599	19	4	200	436	35	3
317	10	2	300	271	24	2
820	30	4	400	872	31	1
117	19	2	250	425	18	4
559	31	2	400	181	20	1
642	24	4	200	417	12	1
442	24	1	400	752	24	2
1397	35	2	400	351	17	2
876	16	3	200	29	15	2
343	11	2	100	588	35	3
236	29	2	100	1201	34	4
1425	29	1	50	89	30	4
465	19	1	400	250	8	4
338	30	2	200	55	16	3
130	35	1	200	561	18	4
188	29	1	200	281	28	2
662	15	1	350	85	30	3
447	31	1	100	204	32	4
204	10	4	350	50	5	2
163	34	1	50	687	22	3
1668	30	1	150	65	20	1
707	29	1	100	298	12	1
781	23	2	100	194	25	2
660	32	4	50	460	35	1
92	24	4	50	1017	21	4
182	15	1	300	1012	26	4
390	22	4	300	670	15	4
304	29	3	250	198	28	4
702	30	1	300	407	15	2
1301	31	4	300	342	19	1
116	33	4	150	426	29	4
104	29	2	200	724	25	3
227	14	3	300	508	18	3
767	27	1	250	562	18	1
129	15	1	200	807	17	4
653	34	1	100	345	35	4
275	9	3	400	368	12	4
323	31	4	150	143	15	3
517	17	1	50	232	29	4
687	20	3	400	387	28	3
205	15	4	200	537	23	4
869	21	4	350	310	27	4
437	27	1	100	593	16	4
364	12	1	50	567	34	3
454	30	4	150	359	14	1
45	8	3	250	639	14	3
147	28	1	400	815	15	1
239	11	3	50	179	34	2
999	26	2	300	82	30	2
279	20	3	50	474	16	3
872	25	1	250	692	31	1
590	26	2	300	155	19	3
755	18	2	400	152	7	1
54	32	1	250	1250	34	3
707	30	4	200	660	25	3
500	13	2	200	373	31	3
1499	32	4	50	43	23	3
151	14	4	400	218	25	1
499	31	4	150	491	34	1
1619	34	4	200	5	3	4
797	27	4	250	224	35	1
86	9	3	250	755	18	1
90	16	3	400	1348	24	3
496	27	3	100	273	10	4
649	13	4	250	103	15	1
40	1	1	200	513	22	1
329	24	1	350	1187	25	1
375	33	2	350	210	29	1
599	18	3	250	107	25	3
657	18	1	400	545	22	4
610	25	1	300	371	16	3
15	10	4	250	569	29	1
415	32	4	100	225	28	3
560	28	2	350	593	19	3
1623	31	1	50	71	26	4
57	19	2	50	582	17	4
15	2	4	200	246	5	2
786	27	1	350	275	32	4
1623	27	3	400	46	33	3
266	20	1	250	91	21	2
1435	35	4	50	367	21	2
759	32	3	100	471	33	2
54	16	1	400	60	21	2
52	26	2	250	232	6	1
761	24	4	50	20	7	4
807	15	2	100	142	31	1
1611	34	1	150	151	11	1
40	20	1	250	915	16	1
129	35	4	350	1606	31	3
381	26	3	350	634	21	2
696	30	4	50	892	29	1
472	16	1	300	383	23	2
395	9	4	250	113	33	1
98	22	2	250	297	16	1
252	34	4	200	479	19	3
28	25	4	250	1180	25	3
105	35	2	300	58	10	3
478	22	1	350	1192	30	2
634	18	3	100	577	29	1
656	30	3	50	913	27	2
328	29	4	200	1110	28	2
702	23	1	200	439	30	3
17	10	3	250	932	33	3
488	24	3	100	430	20	3
927	33	4	250	211	19	3
117	27	1	150	1051	23	3
266	32	4	50	618	26	3
870	23	2	100	130	31	2
134	17	4	350	977	29	2
49	16	4	400	192	35	2
578	26	1	150	425	22	3
242	9	1	100	344	10	3
1308	33	1	150	474	25	2
48	11	3	100	1211	24	2
499	31	3	400	1249	35	2
897	31	3	400	469	28	4
968	33	4	100	611	23	2
626	20	3	100	181	14	1
652	21	2	200	288	15	2
722	15	2	200	232	29	3
115	30	3	150	1070	33	3
1509	32	1	150	261	27	2
312	28	1	400	1138	23	4
657	35	1	350	257	22	4
478	32	3	350	402	16	1
586	20	1	150	618	34	3
215	30	4	200	246	30	1
492	17	4	300	270	25	3
827	25	3	200	447	31	3
103	35	1	250	742	32	2
559	35	4	300	39	22	2
39	18	4	150	76	32	4
1420	34	1	350	544	30	3
101	23	4	250	1131	20	3
526	34	1	400	1265	35	3
981	29	4	300	609	23	4
386	20	4	400	408	20	4
540	25	4	350	585	33	4
711	16	2	150	83	30	2
66	24	3	300	1104	35	1
328	31	2	200	32	18	3
443	24	3	250	891	31	1
118	4	4	350	127	21	1
750	31	2	50	796	28	2
136	19	1	300	223	25	2
124	33	1	100	996	25	3
702	32	1	50	190	7	4
124	21	4	400	151	5	2
425	20	4	250	691	18	4
377	27	3	150	67	2	4
206	14	4	350	154	31	3
363	31	1	100	210	15	2
78	21	4	100	725	29	4
405	13	1	50	123	4	3
127	26	2	50	1180	33	3
1113	33	1	150	696	27	4
47	2	4	200	159	6	2
752	27	2	350	295	17	3
589	26	2	200	696	18	1
625	31	2	300	1147	31	3
297	34	3	350	1241	33	4
293	11	3	400	17	8	1
203	31	2	300	1016	25	4
795	21	3	100	275	23	2
347	22	4	150	559	13	2
940	21	3	350	601	33	2
871	22	4	150	379	22	2
623	17	2	250	165	30	4
1089	33	1	300	330	14	3
220	18	4	400	887	22	1
118	4	1	200	476	28	1
1324	25	3	400	52	5	1
93	7	2	400	411	28	3
1414	32	2	200	462	29	1
81	24	1	200	898	34	2
592	20	3	200	293	20	1
323	16	3	200	48	26	1
625	22	2	400	381	13	3
1447	33	4	350	564	33	3
128	5	3	250	342	28	4
830	16	3	50	33	28	4
349	28	2	350	88	28	2
269	16	1	150	94	28	3
66	22	4	50	144	24	2
243	18	3	200	362	23	4
305	19	2	400	1044	29	2
635	19	2	100	274	25	1
274	18	3	150	139	9	3
326	11	2	300	150	19	3
1511	35	3	250	209	15	4
393	30	2	250	1237	27	4
1596	34	2	200	106	27	4
666	31	2	200	421	20	2
82	12	4	350	153	7	4
659	16	1	50	121	11	2
336	14	2	400	83	10	2
1122	26	4	350	300	32	3
16	12	2	100	1150	32	2
147	26	1	300	1042	18	4
243	31	4	300	438	30	4
762	26	2	350	456	23	4
642	20	1	200	191	22	1
174	29	1	400	132	5	4
535	24	4	400	60	25	1
58	23	3	400	875	17	2
217	32	3	300	614	35	1
157	17	4	250	49	3	1
205	30	2	200	1347	29	3
334	31	1	50	633	27	3
461	28	3	300	381	22	4
337	31	2	150	69	23	4
892	31	4	400	308	27	2
371	9	1	400	431	21	2
114	22	3	150	80	6	3
1162	33	3	300	100	21	1
956	25	3	150	190	27	4
116	11	1	300	508	33	4
305	12	2	150	386	19	1
188	19	4	350	346	34	2
766	27	1	100	869	34	3
713	35	4	250	95	15	4
276	25	1	200	859	17	1
773	35	2	150	393	10	2
563	31	3	100	287	9	4
1481	31	4	350	134	35	2
614	35	3	300	645	30	1
1093	33	2	200	294	17	1
320	22	3	200	227	12	4
1002	31	4	50	996	35	1
752	26	1	400	806	33	3
142	30	2	200	1441	26	4
187	22	4	300	671	18	2
1540	32	3	150	380	33	1
143	28	2	400	810	31	4
1276	31	2	50	579	28	2
59	24	1	50	788	25	4
531	11	3	400	149	35	1
62	9	3	200	555	14	2
690	31	4	100	331	26	1
173	23	2	200	551	26	4
241	19	2	50	480	27	2
907	25	3	300	658	31	4
168	13	2	50	341	7	2
386	10	4	250	25	12	1
71	4	3	300	355	18	3
410	31	3	50	297	33	4
444	30	1	50	1074	34	2
846	21	4	150	420	34	1
743	31	4	50	845	34	4
677	34	2	100	602	27	1
225	11	2	400	770	28	2
1157	33	4	300	672	32	1
101	28	4	50	962	22	4
24	18	1	150	701	19	2
855	31	3	100	334	14	3
410	34	2	300	1451	35	3
179	5	4	400	160	13	1
1181	26	4	150	330	28	2
549	35	2	200	441	17	2
697	33	2	300	377	22	4
299	21	1	150	673	16	3
189	13	4	400	446	25	1
639	35	4	50	53	31	3
420	31	1	400	119	21	2
256	28	2	350	421	30	3
571	13	2	250	223	29	3
136	11	2	350	790	21	4
266	15	1	300	511	30	2
46	4	1	150	216	18	1
580	31	3	350	101	31	1
524	28	4	250	1473	33	3
320	20	2	300	808	31	3
617	13	2	300	171	35	3
1059	31	2	350	498	18	1
893	25	2	150	163	26	4
16	8	4	400	1784	33	3
328	32	1	50	476	14	4
575	35	2	200	1002	32	4
545	29	2	350	376	31	2
121	19	3	400	222	24	3
471	26	1	350	1060	30	1
817	32	1	50	191	28	2
51	30	2	250	1306	30	4
829	30	4	100	449	33	4
1157	32	2	300	49	25	2
625	25	2	150	1016	34	3
936	30	1	100	262	32	4
564	12	2	300	108	35	2
408	35	3	400	687	28	2
405	11	4	150	231	14	1
671	31	4	150	57	33	1
270	23	4	150	124	5	3
312	31	2	150	1057	23	1
336	10	4	100	183	14	1
582	24	2	200	364	15	2
852	27	2	200	884	30	3
153	28	1	250	600	20	3
1407	34	1	100	45	5	4
486	26	1	100	218	12	1
937	34	1	250	839	33	3
595	18	3	200	455	26	2
710	17	3	400	47	18	4
664	25	4	50	136	27	4
931	21	4	350	75	25	3
299	35	4	50	1323	29	2
175	14	1	300	427	20	2
411	31	2	50	390	27	1
564	16	4	200	40	6	1
810	22	4	100	58	27	2
862	25	4	50	393	16	4
820	35	4	50	224	17	3
299	21	2	150	128	13	4
1550	30	1	300	351	30	4
253	34	4	200	101	15	1
482	35	4	300	929	26	2
194	28	4	100	429	35	3
1628	31	3	250	30	21	4
1439	29	1	200	207	16	2
526	14	2	300	555	31	1
682	20	2	100	584	32	2
341	9	4	350	334	29	4
427	16	1	50	426	31	4
561	25	2	350	781	27	3
72	17	1	50	164	33	4
1340	31	3	300	65	32	1
57	5	4	400	747	15	4
1422	33	2	150	277	31	3
21	16	2	350	249	14	2
273	21	4	250	25	13	3
585	15	1	150	481	29	1
388	34	1	250	13	4	1
16	6	4	350	713	16	3
366	32	1	250	1355	31	3
495	22	1	50	537	23	3
785	26	2	250	489	32	3
1020	24	3	300	193	25	2
731	29	4	300	79	28	3
1130	31	1	250	169	21	3
582	32	2	150	41	24	1
164	21	2	150	787	19	1
1073	33	2	200	414	14	2
353	30	1	50	206	10	1
286	28	4	200	440	13	2
704	31	1	100	362	17	2
579	25	1	400	169	20	3
1282	31	3	300	640	33	1
519	30	2	350	410	29	1
662	32	1	150	1267	32	4
891	22	2	250	210	12	3
255	8	2	200	66	9	2
204	31	2	300	248	20	2
572	27	4	100	1225	34	3
148	29	4	400	946	24	1
205	5	2	400	108	7	3
1175	32	4	300	239	28	2
342	31	4	300	164	25	3
123	21	2	50	196	34	4
399	24	2	300	446	24	2
1644	32	4	50	49	23	3
22	1	4	200	337	9	1
382	23	4	100	1160	26	1
738	18	2	350	275	27	2
110	33	1	150	97	18	1
222	30	3	100	865	16	3
62	21	1	100	706	30	2
262	9	1	100	123	26	2
508	26	2	400	572	16	2
289	10	3	400	226	27	3
1363	35	1	150	280	29	4
452	32	4	100	332	7	1
273	23	4	300	913	21	3
45	26	4	50	945	22	3
254	21	4	150	100	29	3
51	23	1	400	1971	35	1
395	11	4	400	857	31	1
272	30	1	250	468	24	2
446	26	1	150	794	34	4
749	23	4	250	127	8	4
1596	30	1	300	69	12	2
787	29	3	150	632	34	2
582	10	3	300	92	19	1
283	27	3	250	633	27	3
197	28	4	350	175	9	4
116	28	3	200	1005	35	4
702	31	1	200	493	30	4
790	32	1	100	33	8	4
1038	33	1	100	575	23	1
265	9	1	200	56	12	4
245	14	3	250	618	21	4
241	14	2	300	486	13	4
157	11	3	100	135	15	3
1167	33	3	300	442	30	4
1295	31	2	100	273	13	2
707	17	3	200	61	5	1
501	32	4	50	333	9	2
296	17	4	300	368	14	1
373	11	2	300	519	21	3
1051	32	4	300	208	20	2
709	16	2	250	176	21	1
848	33	2	150	266	24	1
351	10	1	350	21	2	4
1126	22	4	350	224	23	4
438	22	2	100	719	32	4
674	20	2	250	485	19	3
232	23	1	350	220	32	3
373	30	1	200	444	21	1
423	28	2	250	381	31	4
597	34	2	400	1389	33	4
433	15	2	350	88	14	2
296	16	4	100	121	4	4
42	16	3	50	448	27	1
113	9	3	350	1540	34	1
900	32	3	300	419	19	3
791	31	2	50	330	26	1
232	17	3	250	938	35	2
276	26	2	250	455	22	3
733	19	4	400	807	34	3
742	28	2	250	187	28	4
635	17	4	50	303	21	1
122	20	1	250	354	16	2
425	32	1	250	837	19	3
368	21	2	300	746	22	3
611	25	2	350	59	31	1
1511	28	3	50	12	3	2
114	17	3	400	853	24	4
1319	33	2	300	459	33	4
280	15	2	50	224	18	1
1415	35	4	200	153	10	2
42	19	3	400	832	17	3
43	34	4	50	945	30	3
60	3	2	100	402	16	4
394	13	4	300	1021	34	1
277	20	4	150	679	16	4
342	23	3	350	298	7	1
364	24	1	150	733	30	1
463	30	3	350	647	21	2
82	28	3	50	45	12	2
429	22	4	250	67	33	3
1506	28	3	400	10	2	1
264	25	3	350	340	30	1
114	22	3	200	97	18	2
56	23	3	150	506	23	3
141	17	4	100	1093	27	4
1305	35	1	350	31	20	3
71	18	2	250	868	20	4
1242	35	3	250	359	16	3
533	18	4	250	827	33	1
134	26	4	100	1398	35	1
1048	33	3	250	680	30	1
469	19	2	250	226	6	3
172	33	4	100	186	18	3
54	16	1	150	1337	30	4
37	29	2	350	630	19	2
37	4	1	200	242	26	1
21	7	3	200	99	26	4
95	29	2	400	695	15	4
1041	22	2	400	67	5	4
296	17	1	300	1302	31	3
583	27	4	400	1007	34	4
92	17	3	100	1202	26	2
377	20	4	300	391	22	4
266	28	4	50	1093	25	3
722	27	2	50	236	35	2
273	18	2	350	46	28	4
637	14	3	100	216	21	1
38	12	3	200	175	11	2
103	4	3	300	294	23	4
736	31	2	100	1084	33	4
446	33	2	150	505	11	4
1184	33	4	100	53	24	4
201	15	3	300	1240	35	2
874	21	3	100	136	27	2
1065	18	4	150	62	23	1
144	14	4	50	92	32	4
218	12	1	300	952	30	3
597	28	2	250	175	11	1
1396	35	1	100	334	32	2
478	31	3	400	196	26	3
257	23	1	250	961	23	1
44	33	3	150	2098	35	4
256	19	4	300	606	33	2
1009	30	1	100	764	29	4
